,Movie Name,Imdb Ratings,Genre,Run Time,Director,Stars,Votes,Certificate
309,Hounded (2001 TV Movie),5.1,"Comedy, Drama, Family",91 min,Neal Israel,"Tahj Mowry,Craig Kirkwood,Shia LaBeouf,Ed Begley Jr.,",940,
310,The Luck of the Irish (2001 TV Movie),6.2,"Adventure, Comedy, Drama",86 min,Paul Hoen,"Ryan Merriman,Henry Gibson,Alexis Lopez,Glenndon Chatman,","6,780",
311,Zenon: The Zequel (2001 TV Movie),5.9,"Comedy, Family, Adventure",100 min,Manny Coto,"Kirsten Storms,Shadia Simmons,Lauren Maltby,Susan Brady,","3,542",
312,The Scream Team (2002 TV Movie),6.6,"Comedy, Family, Fantasy",100 min,Stuart Gillard,"Mark Rendall,Kat Dennings,Robert Bockstael,Eric Idle,",988,
313,A Ring of Endless Light (2002 TV Movie),6,"Drama, Family, Romance",88 min,Greg Beeman,"Mischa Barton,Ryan Merriman,Jared Padalecki,Scarlett Pomers,","1,126",
314,Gotta Kick It Up! (2002 TV Movie),5.8,"Comedy, Drama, Family",78 min,Ramón Menéndez,"Camille Guaty,America Ferrera,Jhoanna Flores,Suilma Rodriguez,","1,655",
315,Get a Clue (2002 TV Movie),5.1,"Comedy, Crime, Family",83 min,Maggie Greenwald,"Lindsay Lohan,Bug Hall,Ian Gomez,Brenda Song,","5,947",
316,Tru Confessions (2002 TV Movie),7.5,"Drama, Comedy, Family",112 min,Paul Hoen,"Clara Bryant,Shia LaBeouf,Mare Winningham,William Francis McGuire,","2,987",
317,Cadet Kelly (2002 TV Movie),5.5,"Comedy, Drama, Family",101 min,Larry Shaw,"Hilary Duff,Christy Carlson Romano,Gary Cole,Shawn Ashmore,","13,213",
318,Double Teamed (2002 TV Movie),6.1,"Biography, Drama, Family",120 min,Duwayne Dunham,"Poppi Monroe,Annie McElwain,Teal Redmann,Nick Searcy,","3,225",
319,Air Bud: Seventh Inning Fetch (2002 Video),4.5,"Comedy, Drama, Family",93 min,Robert Vince,"Jeffrey Ballard,Jay Brazeau,Jason Bryden,Patrick Cranshaw,","1,983",G
320,Snow Dogs (2002),5.2,"Adventure, Comedy, Family",99 min,Brian Levant,"Cuba Gooding Jr.,James Coburn,Sisqó,Nichelle Nichols,","25,363",PG
321,Return to Never Land (2002),5.8,"Animation, Adventure, Family",72 min,Robin Budd,"Donovan Cook,Blayne Weaver,Harriet Owen,Corey Burton,Jeff Bennett,","18,535",G
322,Cinderella II: Dreams Come True (2001 Video),5,"Animation, Family, Fantasy",73 min,John Kafka,"Jennifer Hale,Rob Paulsen,Corey Burton,Andre Stojka,","10,671",G
323,Lilo & Stitch (2002),7.2,"Animation, Adventure, Comedy",85 min,Dean DeBlois,"Chris Sanders,Daveigh Chase,Chris Sanders,Tia Carrere,David Ogden Stiers,","168,660",PG
324,The Country Bears (2002),4.2,"Comedy, Family, Music",88 min,Peter Hastings,"Haley Joel Osment,Diedrich Bader,Candy Ford,James Gammon,","5,115",
325,Tuck Everlasting (2002),6.6,"Drama, Family, Fantasy",90 min,Jay Russell,"Alexis Bledel,Jonathan Jackson,Sissy Spacek,William Hurt,","21,136",PG
326,The Santa Clause 2 (2002),5.6,"Comedy, Family, Fantasy",104 min,Michael Lembeck,"Tim Allen,Spencer Breslin,Elizabeth Mitchell,Eric Lloyd,","51,696",
327,Treasure Planet (2002),7.2,"Animation, Adventure, Family",95 min,Ron Clements,"John Musker,Joseph Gordon-Levitt,Emma Thompson,Martin Short,Roscoe Lee Browne,","102,868",PG
328,Winnie the Pooh: A Very Merry Pooh Year (2002),6.7,"Animation, Comedy, Drama",65 min,Gary Katona,"Ed Wexler,Jamie Mitchell,Jim Cummings,Peter Cullen,John Fiedler,Michael Gough,","2,089",G
329,The Rookie (2002),6.9,"Drama, Family, Sport",127 min,John Lee Hancock,"Dennis Quaid,J.D. Evermore,Rachel Griffiths,Jay Hernandez,","32,373",
330,Kim Possible: A Sitch in Time (2003 TV Movie),7,"Animation, Adventure, Comedy",66 min,Steve Loter,"Christy Carlson Romano,Will Friedle,Nancy Cartwright,Tahj Mowry,","3,983",
331,Full-Court Miracle (2003 TV Movie),5.8,"Drama, Family, Sport",90 min,Stuart Gillard,"Alex D. Linz,Richard T. Jones,R.H. Thomson,Sean Marquette,",899,
332,The Cheetah Girls (2003 TV Movie),4.9,"Comedy, Drama, Family",100 min,Oz Scott,"Raven-Symoné,Adrienne Houghton,Kiely Williams,Sabrina Bryan,","7,216",
333,Eddie's Million Dollar Cook-Off (2003 TV Movie),6.1,"Comedy, Family, Sport",110 min,Paul Hoen,"Taylor Ball,Orlando Brown,Reiley McClendon,Mark L. Taylor,","2,544",
334,The Even Stevens Movie (2003 TV Movie),6.2,"Comedy, Family",93 min,Sean McNamara,"Shia LaBeouf,Christy Carlson Romano,Donna Pescow,Tom Virtue,","6,537",
335,Right on Track (2003 TV Movie),6.3,"Biography, Drama, Family",89 min,Duwayne Dunham,"Beverley Mitchell,Brie Larson,Jon Lindstrom,Jodi Russell,","1,191",
336,You Wish! (2003 TV Movie),6.1,"Comedy, Family, Fantasy",84 min,Paul Hoen,"A.J. Trauth,Spencer Breslin,Lalaine,Tim Reid,","1,719",
337,Air Bud: Spikes Back (2003 Video),4.1,"Comedy, Family, Sport",87 min,Mike Southon,"Darren J. Birch,Christopher Bishop,Tyler Boissonnault,J. Winston Carroll,","1,749",G
338,Brother Bear (2003),6.8,"Animation, Adventure, Comedy",85 min,Aaron Blaise,"Robert Walker,Joaquin Phoenix,Jeremy Suarez,Rick Moranis,Jason Raize,","97,217",U
339,101 Dalmatians II: Patch's London Adventure (2002 Video),5.8,"Animation, Adventure, Comedy",74 min,Jim Kammerud,"Brian Smith,Barry Bostwick,Jason Alexander,Martin Short,Bobby Lockwood,","8,101",
340,The Jungle Book 2 (2003),5.4,"Animation, Adventure, Family",72 min,Steve Trenbirth,"John Goodman,Haley Joel Osment,Tony Jay,Mae Whitman,","15,075",
341,Inspector Gadget 2 (2003 Video),3.4,"Action, Comedy, Crime",89 min,Alex Zamm,"French Stewart,Elaine Hendrix,Tony Martin,Caitlin Wachs,","5,726",
342,Piglet's Big Movie (2003),6.2,"Animation, Adventure, Comedy",75 min,Francis Glebas,"John Fiedler,Jim Cummings,Ken Sansom,Peter Cullen,","6,973",
343,Holes (2003),7,"Adventure, Comedy, Drama",117 min,Andrew Davis,"Shia LaBeouf,Sigourney Weaver,Jon Voight,Tim Blake Nelson,","77,782",PG
344,Atlantis: Milo's Return (2003 Video),5.1,"Animation, Action, Adventure",70 min,Victor Cook,"Toby Shelton,Tad Stones,James Arnold Taylor,Cree Summer,John Mahoney,Jacqueline Obradors,","8,210",G
345,The Lizzie McGuire Movie (2003),5.5,"Adventure, Comedy, Family",94 min,Jim Fall,"Hilary Duff,Adam Lamberg,Clayton Snyder,Hallie Todd,","35,833",U
346,Pirates of the Caribbean: The Curse of the Black Pearl (2003),8,"Action, Adventure, Fantasy",143 min,Gore Verbinski,"Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,","1,015,332",UA
347,Freaky Friday (2003),6.2,"Comedy, Family, Fantasy",97 min,Mark Waters,"Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Harold Gould,","125,386",U
348,George of the Jungle 2 (2003 Video),3.3,"Adventure, Comedy, Family",87 min,David Grossman,"Christopher Showerman,Julie Benz,Angus T. Jones,Thomas Haden Church,","6,452",PG
349,The Haunted Mansion (2003),5,"Comedy, Family, Fantasy",99 min,Rob Minkoff,"Eddie Murphy,Marsha Thomason,Jennifer Tilly,Terence Stamp,","43,051",U
350,The Young Black Stallion (2003),5.6,"Adventure, Family, Drama",50 min,Simon Wincer,"Biana Tamimi,Richard Romanus,Patrick Elyas,Gérard Rudolf,","1,053",U
351,Finding Nemo (2003),8.1,"Animation, Adventure, Comedy",100 min,Andrew Stanton,"Lee Unkrich,Albert Brooks,Ellen DeGeneres,Alexander Gould,Willem Dafoe,","949,892",U
352,Going to the Mat (2004 TV Movie),6.8,"Drama, Family, Sport",120 min,Stuart Gillard,"Andrew Lawrence,Khleo Thomas,Alessandra Torresani,Wayne Brady,","1,287",
353,Pixel Perfect (2004 TV Movie),5.7,"Family, Sci-Fi, Comedy",85 min,Mark A.Z. Dippé,"Raviv Ullman,Leah Pipes,Spencer Redford,Chad 'Chato' Alger,","3,284",
354,Zenon: Z3 (2004 TV Movie),5.5,"Adventure, Comedy, Family",81 min,Steve Rash,"Kirsten Storms,Lauren Maltby,Alyson Morgan,Stuart Pankin,","2,442",
355,Halloweentown High (2004 TV Movie),6.2,"Comedy, Family, Fantasy",82 min,Mark A.Z. Dippé,"Kimberly J. Brown,Debbie Reynolds,Judith Hoag,Joey Zimmerman,","6,208",
356,Tiger Cruise (2004 TV Movie),6.2,"Drama, Family",88 min,Duwayne Dunham,"Hayden Panettiere,Bill Pullman,Troy Evans,Bianca Collins,","1,250",
357,Stuck in the Suburbs (2004 TV Movie),5.6,"Comedy, Family, Music",76 min,Savage Steve Holland,"Danielle Panabaker,Brenda Song,Amanda Shaw,CiCi Hedgpeth,","3,630",
358,Teacher's Pet (2004),5.8,"Animation, Adventure, Comedy",73 min,Timothy Björklund,"Nathan Lane,Shaun Fleming,David Ogden Stiers,Kelsey Grammer,","1,586",PG
359,Miracle (2004),7.5,"Biography, Drama, History",135 min,Gavin O'Connor,"Kurt Russell,Patricia Clarkson,Nathan West,Noah Emmerich,","48,146",U
360,Confessions of a Teenage Drama Queen (2004),4.7,"Comedy, Family, Music",89 min,Sara Sugarman,"Lindsay Lohan,Megan Fox,Adam Garcia,Glenne Headly,","27,484",PG
361,Home on the Range (2004),5.4,"Animation, Adventure, Comedy",76 min,Will Finn,"John Sanford,Judi Dench,Cuba Gooding Jr.,Jennifer Tilly,Randy Quaid,","20,568",PG
362,Winnie the Pooh: Springtime with Roo (2003 Video),6.5,"Animation, Adventure, Comedy",65 min,Saul Blinkoff,"Elliot M. Bour,Jim Cummings,Ken Sansom,Jimmy Bennett,David Ogden Stiers,","1,854",G
363,Around the World in 80 Days (2004),5.9,"Action, Adventure, Comedy",120 min,Frank Coraci,"Jackie Chan,Steve Coogan,Jim Broadbent,Kathy Bates,","85,068",7
364,"Mickey, Donald, Goofy: The Three Musketeers (2004 Video)",6.4,"Animation, Adventure, Comedy",68 min,Donovan Cook,"Wayne Allwine,Tony Anselmo,Bill Farmer,Russi Taylor,","8,192",G
365,The Princess Diaries 2: Royal Engagement (2004),5.8,"Comedy, Family, Romance",113 min,Garry Marshall,"Anne Hathaway,Callum Blue,Julie Andrews,Hector Elizondo,","74,245",U
366,Hauru no ugoku shiro (2004),8.2,"Animation, Adventure, Family",119 min,Hayao Miyazaki,"Chieko Baishô,Takuya Kimura,Tatsuya Gashûin,Akihiro Miwa,","334,163",U
367,Mulan II (2004 Video),5.7,"Animation, Action, Comedy",79 min,Darrell Rooney,"Lynne Southerland,Ming-Na Wen,BD Wong,Mark Moseley,Lucy Liu,","23,055",
368,National Treasure (2004),6.9,"Action, Adventure, Mystery",131 min,Jon Turteltaub,"Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean,","304,383",U
369,Mickey's Twice Upon a Christmas (2004 Video),6.5,"Animation, Comedy, Family",68 min,Theresa Cullen,"Carole Holliday,Peggy Holmes,Matthew O'Callaghan,Wayne Allwine,Tony Anselmo,Jeff Bennett,Jim Cummings,","4,225",
370,The Incredibles (2004),8,"Animation, Action, Adventure",115 min,Brad Bird,"Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Jason Lee,","657,270",U
371,The Lion King 1½ (2004 Video),6.5,"Animation, Adventure, Comedy",77 min,Bradley Raymond,"Nathan Lane,Ernie Sabella,Julie Kavner,Jerry Stiller,","37,177",G
372,The Wonderful World of Disney (1995–2005)  Episode: Once Upon a Mattress (2005),6.3,"Adventure, Comedy, Drama",90 min,Kathleen Marshall,"Carol Burnett,Tracey Ullman,Denis O'Hare,Zooey Deschanel,","1,260",
373,Kim Possible: So the Drama (2005 TV Movie),7.1,"Animation, Action, Adventure",71 min,Steve Loter,"Christy Carlson Romano,Will Friedle,Nancy Cartwright,Tahj Mowry,","3,938",
374,Go Figure (2005 TV Movie),5.7,"Action, Comedy, Drama",88 min,Francine McDougall,"Jordan Danger,Whitney Sloan,Cristine Rose,Ryan Malgarini,","3,399",
375,Life Is Ruff (2005 TV Movie),4.9,"Comedy, Family",84 min,Charles Haid,"Kyle Massey,Kay Panabaker,Mitchel Musso,Carter Jenkins,","1,277",
376,The Proud Family Movie (2005 TV Movie),5.4,"Animation, Adventure, Comedy",90 min,Bruce W. Smith,"Kyla Pratt,Tommy Davidson,Paula Jai Parker,Jo Marie Payton,","1,505",
377,Kronk's New Groove (2005 Video),5.8,"Animation, Comedy, Family",75 min,Saul Blinkoff,"Elliot M. Bour,Patrick Warburton,Tracey Ullman,Eartha Kitt,David Spade,","11,502",
378,Twitches (2005 TV Movie),5.7,"Comedy, Drama, Family",86 min,Stuart Gillard,"Tia Mowry-Hardrict,Tamera Mowry-Housley,Kristen Wilson,Patrick Fabian,","7,305",
379,The Greatest Game Ever Played (2005),7.4,"Biography, Drama, Sport",120 min,Bill Paxton,"Shia LaBeouf,Stephen Dillane,Elias Koteas,James Paxton,","28,236",PG
380,Lilo & Stitch 2: Stitch Has a Glitch (2005 Video),6.3,"Animation, Comedy, Drama",68 min,Michael LaBash,"Tony Leondis,Chris Sanders,Dakota Fanning,Tia Carrere,David Ogden Stiers,","12,268",PG
381,Pooh's Heffalump Movie (2005),6.4,"Animation, Comedy, Family",68 min,Frank Nissen,"Jim Cummings,Brenda Blethyn,Kyle Stanger,John Fiedler,","6,530",G
382,The Pacifier (2005),5.6,"Action, Comedy, Drama",95 min,Adam Shankman,"Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,","88,013",U
383,Ice Princess (2005),6,"Comedy, Drama, Family",98 min,Tim Fywell,"Michelle Trachtenberg,Kim Cattrall,Trevor Blumas,Joan Cusack,","24,957",G
384,Sky High (2005),6.2,"Adventure, Comedy, Family",100 min,Mike Mitchell,"Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker,","79,243",U
385,Pooh's Heffalump Halloween Movie (2005 Video),6.6,"Animation, Comedy, Family",67 min,Saul Blinkoff,"Elliot M. Bour,Jimmy Bennett,Peter Cullen,Jim Cummings,John Fiedler,",943,G
386,Herbie Fully Loaded (2005),4.8,"Adventure, Comedy, Family",101 min,Angela Robinson,"Lindsay Lohan,Michael Keaton,Cheryl Hines,Breckin Meyer,","45,141",
387,Chicken Little (2005),5.7,"Animation, Adventure, Comedy",81 min,Mark Dindal,"Zach Braff,Joan Cusack,Garry Marshall,Don Knotts,","85,948",G
388,Valiant (2005),5.5,"Animation, Adventure, Comedy",76 min,Gary Chapman,"Ewan McGregor,Ricky Gervais,Tim Curry,Jim Broadbent,","21,147",G
389,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)",6.9,"Adventure, Family, Fantasy",143 min,Andrew Adamson,"Tilda Swinton,Georgie Henley,William Moseley,Skandar Keynes,","366,875",U
390,Buffalo Dreams (2005 TV Movie),5.9,Family,89 min,David Jackson,"Simon Baker,Duy Beck,Roy J. Cohoe,Tatiana Galindo,",466,
391,Now You See It,6.3,"Drama, Family, Fantasy",83 min,Duwayne Dunham,"Aly Michalka,Johnny Pacar,Frank Langella,Chris Olivero,","2,229",
392,Read It and Weep (2006 TV Movie),5.5,"Comedy, Drama, Family",84 min,Paul Hoen,"Kay Panabaker,Danielle Panabaker,Alexandra Krosney,Marquise C. Brown,","5,143",
393,Wendy Wu: Homecoming Warrior (2006 TV Movie),5.4,"Action, Adventure, Family",91 min,John Laing,"Brenda Song,Shin Koyamada,Susan Chuang,Justin Chon,","5,792",
394,Cow Belles (2006 TV Movie),5.2,"Comedy, Family, Romance",90 min,Francine McDougall,"Aly Michalka,AJ Michalka,Jack Coleman,Sheila McCarthy,","5,941",
395,The Cheetah Girls 2 (2006 TV Movie),5,"Comedy, Drama, Family",96 min,Kenny Ortega,"Raven-Symoné,Adrienne Houghton,Sabrina Bryan,Kiely Williams,","5,791",
396,Air Buddies (2006 Video),4.8,"Adventure, Comedy, Family",80 min,Robert Vince,"Cascy Beddow,Jane Carr,Kelly Chapek,Patrick Cranshaw,","3,344",PG
397,Return to Halloweentown (2006 TV Movie),5.5,"Action, Comedy, Family",88 min,David Jackson,"Sara Paxton,Judith Hoag,Lucas Grabeel,Joey Zimmerman,","5,826",U
398,High School Musical (2006 TV Movie),5.4,"Comedy, Drama, Family",98 min,Kenny Ortega,"Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,","81,010",U
399,Brother Bear 2 (2006 Video),6.2,"Animation, Adventure, Comedy",74 min,Ben Gluck,"Patrick Dempsey,Mandy Moore,Jeremy Suarez,Rick Moranis,","15,083",G
400,The Fox and the Hound 2 (2006 Video),,"Animation, Adventure, Comedy",69 min,Jim Kammerud,"Reba McEntire,Patrick Swayze,Jonah Bobo,Harrison Fahn,","4,288",
401,Glory Road (2006),,"Biography, Drama, Sport",118 min,James Gartner,"Josh Lucas,Derek Luke,Austin Nichols,Jon Voight,","43,256",U
402,Bambi II (2006 Video),6.1,"Animation, Adventure, Drama",75 min,Brian Pimental,"Patrick Stewart,Alexander Gould,Keith Ferguson,Brendon Baerg,","9,226",G
403,Eight Below (2006),7.3,"Adventure, Drama, Family",120 min,Frank Marshall,"Paul Walker,Jason Biggs,Bruce Greenwood,Moon Bloodgood,","61,116",PG
404,The Shaggy Dog (2006),4.4,"Comedy, Family, Fantasy",98 min,Brian Robbins,"Tim Allen,Kristin Davis,Craig Kilborn,Zena Grey,","18,218",PG
405,The Wild (2006),5.3,"Animation, Adventure, Comedy",95 min,Steve 'Spaz' Williams,"Kiefer Sutherland,Jim Belushi,Eddie Izzard,Janeane Garofalo,","24,103",G
406,Pirates of the Caribbean: Dead Man's Chest (2006),7.3,"Action, Adventure, Fantasy",151 min,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,","655,384",12+
407,Invincible (2006),7.1,"Biography, Drama, Sport",105 min,Ericson Core,"Mark Wahlberg,Greg Kinnear,Elizabeth Banks,Kevin Conway,","66,288",PG
408,The Santa Clause 3: The Escape Clause (2006),4.8,"Adventure, Comedy, Family",97 min,Michael Lembeck,"Tim Allen,Martin Short,Elizabeth Mitchell,Eric Lloyd,","33,664",G
409,Cars (2006),7.1,"Animation, Comedy, Family",117 min,John Lasseter,"Joe Ranft,Owen Wilson,Bonnie Hunt,Paul Newman,Larry the Cable Guy,","369,007",U
410,Pooh's Super Sleuth Christmas Movie (2007 TV Movie),5.7,"Animation, Adventure, Family",44 min,Don MacKinnon,"Dee Bradley Baker,Mikaila Baumel,Kimberlea Berg,Max Burkholder,",184,
411,Twitches Too (2007 TV Movie),5.8,"Drama, Family, Fantasy",83 min,Stuart Gillard,"Tia Mowry-Hardrict,Tamera Mowry-Housley,Kristen Wilson,Patrick Fabian,","4,377",
412,Bao hu lu de mi mi (2007),5.1,"Drama, Family",84 min,Frankie Chung,"Corbin Bleu,Peisi Chen,Aaron Michael Drozin,Drake Johnston,",597,G
413,High School Musical 2 (2007 TV Movie),5.1,"Comedy, Drama, Family",104 min,Kenny Ortega,"Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,","55,441",U
414,National Treasure: Book of Secrets (2007),6.5,"Action, Adventure, Mystery",124 min,Jon Turteltaub,"Nicolas Cage,Diane Kruger,Justin Bartha,Jon Voight,","218,801",U
415,Enchanted (2007),7,"Animation, Comedy, Family",107 min,Kevin Lima,"Amy Adams,Susan Sarandon,James Marsden,Patrick Dempsey,","176,890",PG
416,The Game Plan (2007),6.1,"Comedy, Family, Sport",110 min,Andy Fickman,"Dwayne Johnson,Kyra Sedgwick,Madison Pettis,Roselyn Sanchez,","59,058",U
417,Ratatouille (2007),8,"Animation, Adventure, Comedy",111 min,Brad Bird,"Jan Pinkava,Brad Garrett,Lou Romano,Patton Oswalt,Ian Holm,","641,909",U
418,Pirates of the Caribbean: At World's End (2007),7.1,"Action, Adventure, Fantasy",169 min,Gore Verbinski,"Johnny Depp,Orlando Bloom,Keira Knightley,Geoffrey Rush,","595,676",UA
419,Underdog (2007),4.7,"Action, Adventure, Comedy",100 min,Frederik Du Chau,"Peter Dinklage,Jason Lee,Amy Adams,Jim Belushi,","19,681",PG
420,Cinderella III: A Twist in Time (2007 Video),6,"Animation, Family, Fantasy",74 min,Frank Nissen,"Jennifer Hale,Christopher Daniel Barnes,Susanne Blakeslee,Tress MacNeille,","9,373",
421,Meet the Robinsons (2007),6.8,"Animation, Adventure, Comedy",95 min,Stephen J. Anderson,"Daniel Hansen,Wesley Singerman,Angela Bassett,Jordan Fry,","87,516",U
422,Jump In! (2007 TV Movie),5.4,"Comedy, Drama, Family",85 min,Paul Hoen,"Corbin Bleu,Keke Palmer,David Reivers,Shanica Knowles,","6,979",
423,Johnny Kapahala: Back on Board (2007 TV Movie),5.5,"Comedy, Drama, Family",90 min,Eric Bross,"Brandon Baker,Jake T. Austin,Cary-Hiroyuki Tagawa,Robyn Lively,","2,009",
424,Bridge to Terabithia (2007),7.1,"Drama, Family, Fantasy",96 min,Gabor Csupo,"Josh Hutcherson,AnnaSophia Robb,Zooey Deschanel,Robert Patrick,","143,232",U
425,The Little Mermaid: Ariel's Beginning (2008 Video),6.3,"Animation, Drama, Family",77 min,Peggy Holmes,"Jodi Benson,Samuel E. Wright,Jim Cummings,Sally Field,","8,610",G
426,Tinker Bell (2008 Video),6.8,"Animation, Adventure, Family",78 min,Bradley Raymond,"Mae Whitman,Kristin Chenoweth,Raven-Symoné,Lucy Liu,","11,901",G
427,Bolt (2008),6.8,"Animation, Adventure, Comedy",96 min,Byron Howard,"Chris Williams,John Travolta,Miley Cyrus,Susie Essman,Mark Walton,","190,203",U
428,Camp Rock (2008 TV Movie),5.2,"Comedy, Family, Music",94 min,Matthew Diamond,"Demi Lovato,Joe Jonas,Meaghan Martin,Maria Canals-Barrera,","30,504",
429,Minutemen (2008 TV Movie),5.8,"Adventure, Comedy, Family",98 min,Lev L. Spiro,"Jason Dolley,Luke Benward,Nicholas Braun,Chelsea Kane,","5,466",
430,Snow Buddies (2008 Video),5.2,"Adventure, Family",87 min,Robert Vince,"Jim Belushi,Jimmy Bennett,Lothaire Bluteau,Jason Bryden,","3,650",G
431,Beverly Hills Chihuahua (2008),3.8,"Adventure, Comedy, Drama",91 min,Raja Gosnell,"Drew Barrymore,George Lopez,Piper Perabo,Manolo Cardona,","22,851",PG
432,College Road Trip (2008),4.3,"Adventure, Comedy, Drama",83 min,Roger Kumble,"Raven-Symoné,Martin Lawrence,Kym Whitley,Adam LeFevre,","15,371",
433,WALL·E (2008),8.4,"Animation, Adventure, Family",98 min,Andrew Stanton,"Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,","1,000,190",U
434,High School Musical 3: Senior Year (2008),4.8,"Comedy, Drama, Family",112 min,Kenny Ortega,"Zac Efron,Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,","58,092",U
435,The Chronicles of Narnia: Prince Caspian (2008),6.5,"Action, Adventure, Family",150 min,Andrew Adamson,"Ben Barnes,Skandar Keynes,Georgie Henley,William Moseley,","194,569",U
436,The Cheetah Girls: One World (2008 TV Movie),4.7,"Comedy, Drama, Family",90 min,Paul Hoen,"Adrienne Houghton,Sabrina Bryan,Kiely Williams,Roshan Seth,","4,010",
437,Bedtime Stories (2008),6,"Adventure, Comedy, Family",99 min,Adam Shankman,"Adam Sandler,Keri Russell,Courteney Cox,Guy Pearce,","88,299",U
438,Wizards of Waverly Place: The Movie (2009 TV Movie),6.2,"Adventure, Comedy, Drama",94 min,Lev L. Spiro,"Selena Gomez,David Henrie,Jake T. Austin,Jennifer Stone,","15,642",
439,Santa Buddies (2009 Video),4.6,"Adventure, Family, Fantasy",88 min,Robert Vince,"Craig Anton,Andrew Astor,Charisse Baker,Danny Woodburn,","2,410",
440,Tigger & Pooh and a Musical Too (2009 Video),5.7,"Animation, Family, Musical",60 min,David Hartman,"Jim Cummings,Chloë Grace Moretz,Peter Cullen,Ken Sansom,",116,
441,Hatching Pete (2009 TV Movie),5.4,"Comedy, Family",90 min,Stuart Gillard,"Jason Dolley,Mitchel Musso,Tiffany Thornton,Josie Loren,","2,484",
442,Dadnapped (2009 TV Movie),4.9,"Action, Adventure, Comedy",84 min,Paul Hoen,"Emily Osment,David Henrie,Jason Earles,Jonathan Keltz,","2,788",
443,G-Force (2009),5.1,"Animation, Action, Adventure",88 min,Hoyt Yeatman,"Will Arnett,Penélope Cruz,Zach Galifianakis,Bill Nighy,","42,823",PG
444,Space Buddies (2009 Video),4.3,"Adventure, Family, Fantasy",84 min,Robert Vince,"F.T. Anderson,Diedrich Bader,Field Cate,Kendall Cross,","2,348",G
445,Princess Protection Program (2009 TV Movie),5.6,"Comedy, Drama, Family",90 min,Allison Liddi-Brown,"Demi Lovato,Selena Gomez,Nicholas Braun,Molly Hagan,","21,898",
446,A Christmas Carol (2009),6.8,"Animation, Drama, Family",96 min,Robert Zemeckis,"Jim Carrey,Gary Oldman,Colin Firth,Steve Valentine,","103,798",U
447,Tinker Bell and the Lost Treasure (2009 Video),6.7,"Animation, Adventure, Family",81 min,Klay Hall,"Mae Whitman,Jesse McCartney,Jane Horrocks,Lucy Liu,","9,667",
448,Old Dogs (I) (2009),5.4,"Comedy, Family",88 min,Walt Becker,"Robin Williams,John Travolta,Seth Green,Kelly Preston,","36,337",PG
449,Gake no ue no Ponyo (2008),7.7,"Animation, Adventure, Comedy",101 min,Hayao Miyazaki,"Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,","125,412",U
450,The Princess and the Frog (2009),7.1,"Animation, Adventure, Comedy",97 min,Ron Clements,"John Musker,Anika Noni Rose,Keith David,Oprah Winfrey,Bruno Campos,","124,431",
451,Up (2009),8.2,"Animation, Adventure, Comedy",96 min,Pete Docter,"Bob Peterson,Edward Asner,Jordan Nagai,John Ratzenberger,Christopher Plummer,","935,870",U
452,Hannah Montana: The Movie (2009),4.5,"Comedy, Drama, Family",102 min,Peter Chelsom,"Miley Cyrus,Emily Osment,Billy Ray Cyrus,Jason Earles,","39,758",
453,Race to Witch Mountain (2009),5.7,"Action, Adventure, Family",98 min,Andy Fickman,"Dwayne Johnson,Carla Gugino,AnnaSophia Robb,Alexander Ludwig,","55,861",U
454,Toy Story 3 (2010),8.2,"Animation, Adventure, Comedy",103 min,Lee Unkrich,"Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty,","757,297",U
455,Prince of Persia: The Sands of Time (2010),6.6,"Action, Adventure, Fantasy",116 min,Mike Newell,"Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,","271,855",UA
456,The Search for Santa Paws (2010 Video),5.5,"Adventure, Drama, Family",96 min,Robert Vince,"Kaitlyn Maher,Madison Pettis,Richard Riehle,Danny Woodburn,","2,387",
457,Avalon High (2010 TV Movie),5.7,"Drama, Family, Fantasy",90 min,Stuart Gillard,"Britt Robertson,Samuel Levi,Gregg Sulkin,Joey Pollari,","5,472",
458,Tron (2010),6.8,"Action, Adventure, Sci-Fi",125 min,Joseph Kosinski,"Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner,","313,344",U
459,Alice in Wonderland (I) (2010),6.4,"Adventure, Family, Fantasy",108 min,Tim Burton,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter,Anne Hathaway,","384,200",U
460,Den Brother (2010 TV Movie),5.4,"Family, Romance, Sport",89 min,Mark L. Taylor,"Hutch Dano,Genevieve Hannelius,Vicki Lewis,Kelsey Asbille,","1,766",
